participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.absent_player,player.control_correct,player.same_hours,player.to_audit_player,player.audited_both,player.hours_stated,player.contr_partner_0,player.contr_prob_0,player.contr_fix_0,player.contr_var_0,player.contr_fine_0,player.contr_50noaudit_0,player.contr_50audit_0,player.contr_65noaudit_0,player.contr_35audit_0,player.contr_partner,player.contr_prob,player.contr_fix,player.contr_var,player.contr_fine,player.contr_50noaudit,player.contr_50audit,player.contr_65noaudit,player.contr_35audit,player.fine,player.lab_points,player.points_euro,player.ctr_euro,player.belief,player.age,player.gender,player.study,player.study_level,player.econ,player.moral_freude,player.moral_aerger,player.moral_angst,player.moral_scham,player.moral_schuld,player.risk,player.lie,player.complex,player.pol,player.income,player.pray,player.lab_exp,player.exp_demand_q,player.exp_demand_open,player.exp_demand_chat,player.exp_demand_chat_open,player.feedback,player.payoff,group.id_in_subsession,group.all_groups,group.audit_groups,group.to_audit,group.absent_group,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,dv9uln2t,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,e8wkh3uc,,,,,,1
2,e0v7eirr,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,e8wkh3uc,,,,,,1
1,bhlpdi2n,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.205040+00:00,1,,,10,1,0,1,1,0,,30,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,70,7,1,80,26,1,6,5,2,3,6,1,1,1,6,4,2,3,1200,1,5,2,,2,,,10,1,7,2,0,0,1,ajcxvpki,,,,,,0
2,bt361d4o,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.160382+00:00,1,,,9,2,0,0,1,0,,30,2,1,1,1,2,20,20,10,10,2,1,1,1,2,0,0,0,0,0,70,7,0,90,20,2,8,1,2,9,2,1,1,1,1,8,5,2,600,1,3,2,,2,,,9,1,7,2,0,0,1,ajcxvpki,,,,,,0
3,e1y483pm,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.260485+00:00,1,,,8.5,1,0,1,1,0,,15,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,55,5.5,1,60,19,2,2,4,2,8,3,3,2,3,6,3,4,3,200,1,3,1,Lügen zum eigenen Vorteil,2,,,8.5,2,7,2,0,0,1,ajcxvpki,,,,,,0
4,yykzm36r,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.367635+00:00,1,,,8.5,2,0,1,1,0,,15,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,55,5.5,1,80,25,2,2,4,1,8,1,1,1,1,7,4,5,5,150,1,5,2,,2,,,8.5,2,7,2,0,0,1,ajcxvpki,,,,,,0
5,b4tkoftt,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.346672+00:00,1,,,8,1,0,1,1,0,,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,40,25,1,5,2,1,8,1,1,1,1,7,3,3,2,400,1,4,1,Im Prinzip wohl wie immer : Irgendwas mit Kooperation auf Basis spieltheoretischer Überlegungen,2,,,8,3,7,2,0,0,1,ajcxvpki,,,,,,0
6,ifig0vld,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.402872+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,60,60,70,60,2,1,1,1,2,60,60,70,50,0,50,5,0,30,25,2,3,2,1,6,5,4,5,5,6,8,3,3,200,1,5,2,,2,,,7,3,7,2,0,0,1,ajcxvpki,,,,,,0
7,u6rcx9p8,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.673751+00:00,1,,,6,1,0,1,1,1,1,30,2,1,1,1,2,60,60,70,50,,,,,,,,,,20,30,3,1,80,21,1,2,1,1,8,3,5,3,3,2,8,4,6,300,1,2,2,,2,,,6,4,7,2,1,0,1,ajcxvpki,,,,,,0
8,t5q3kdvg,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.692319+00:00,1,,,5,2,0,0,1,1,1,30,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,20,30,3,0,70,20,2,8,1,2,3,8,1,2,1,2,2,5,5,350,1,3,2,,2,,,5,4,7,2,1,0,1,ajcxvpki,,,,,,0
9,v0bh5t0j,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:56.811178+00:00,1,,,7,1,0,0,1,1,1,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,40,26,2,8,2,2,2,10,5,1,1,6,3,3,3,,1,4,2,,2,,,7,5,7,2,1,0,1,ajcxvpki,,,,,,0
10,2y6l7cvt,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:57.008080+00:00,1,,,7,2,0,0,1,1,1,10,1,1,1,1,2,60,60,70,50,2,1,1,1,2,60,60,70,50,0,50,5,0,30,22,2,5,1,2,8,1,3,2,1,2,1,1,5,600,1,5,1,Unter welchem Risiko die Menschen bereit sind zu ihrem eigenen Vorteil zu lügen.,2,,,7,5,7,2,1,0,1,ajcxvpki,,,,,,0
11,mjbrj6gi,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:57.025832+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,60,60,60,50,2,1,1,1,2,60,60,70,50,0,100,10,0,90,25,2,6,4,2,3,1,1,6,8,2,5,2,4,400,1,4,1,Risikobereitschaft zum eigenen Vorteil,2,,,12,6,7,2,0,0,1,ajcxvpki,,,,,,0
12,0qqstc3k,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:57.019219+00:00,1,,,12,2,0,0,1,0,,60,2,2,1,1,2,60,60,70,50,2,1,1,1,2,60,60,70,50,0,100,10,0,70,25,2,4,2,2,6,3,1,1,1,6,6,2,4,500,1,5,2,,2,,,12,6,7,2,0,0,1,ajcxvpki,,,,,,0
13,wgmqn1k9,0,18,20,hausladen_FHM,outro,2020-05-15 10:01:57.721380+00:00,1,,,8,1,0,1,1,0,,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,10,21,2,2,4,2,9,3,1,1,1,3,8,2,6,500,1,5,2,,2,,,8,7,7,2,0,0,1,ajcxvpki,,,,,,0
14,746n06ns,0,18,20,hausladen_FHM,outro,2020-05-15 10:11:56.898372+00:00,1,,,8,2,0,1,1,0,,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,1,1,2,4,2,2,2,3,3,4,4,2,1,3,7,2,3,3,2,d,2,d,,8,7,7,2,0,0,1,ajcxvpki,,,,,,0
1,3j0qomvv,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,xlhdyeuk,,,,,,1
2,p78z44ls,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,xlhdyeuk,,,,,,1
1,a1j4nrfe,0,20,20,hausladen_FHM,outro_alternative,2020-05-17 18:38:44.325192+00:00,1,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,1,1a4topxr,,,,,,0
2,hb039p74,0,20,20,hausladen_FHM,outro_alternative,2020-05-17 18:38:44.423868+00:00,1,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,1,1a4topxr,,,,,,0
1,p73c78sd,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,ydugpp5s,,,,,,1
2,wrooqtj1,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,ydugpp5s,,,,,,1
1,nz8dbbh9,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 06:39:22.389756+00:00,1,,,2,1,1,1,,,,0,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,1,bmlzjf1u,,,,,,0
2,se3l39sl,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 06:39:35.203410+00:00,1,,,2,2,1,1,,,,0,2,1,1,1,2,60,60,60,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,1,bmlzjf1u,,,,,,0
1,uocfdetq,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,xzadaleo,,,,,,1
2,rjir0p6y,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,xzadaleo,,,,,,1
1,uj7hdyyi,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.152261+00:00,1,,,13,1,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,80,30,1,3,1,1,8,1,1,1,1,8,8,1,5,300,1,5,1,Ob Teilnehmer bzw. ab wann Teilnehmer zum eigenen Vorteil lügen,2,,,13,1,10,3,0,0,1,b69m6lyx,,,,,,0
2,0n5bauor,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.159743+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,80,21,1,5,1,1,6,1,1,1,1,6,3,1,5,450,1,5,1,Rationalität bei Entscheidungen,2,,,13,1,10,3,0,0,1,b69m6lyx,,,,,,0
3,r8kak6j0,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.214486+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,90,33,1,9,4,2,6,1,1,1,1,5,3,4,2,500,4,3,2,Bereitschaft zum Betrug,2,,,12,2,10,3,0,0,1,b69m6lyx,,,,,,0
4,lo8m0x70,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.281858+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,100,31,1,9,5,2,2,8,1,1,1,5,2,2,2,600,1,4,1,Die belanglose Forschungsfrage einer Bachelorarbeit.,2,Aber ich habe darüber nachgedacht.,,12,2,10,3,0,0,1,b69m6lyx,,,,,,0
5,xojbeobp,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.568409+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,80,23,2,5,1,1,8,1,1,6,1,7,4,4,3,500,1,2,2,Welchen Einfluss haben kulturelle oder politische Einflüsse auf die Ehrlichkeit,2,,,12,3,10,3,0,0,1,b69m6lyx,,,,,,0
6,n94ev05h,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.320669+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,95,20,1,2,4,2,9,3,2,1,1,7,6,4,5,225,3,3,1,"Risikobereitschaft, Ehrlichkeit",2,,,12,3,10,3,0,0,1,b69m6lyx,,,,,,0
7,wipyck3j,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 08:01:23.334469+00:00,1,,,2,1,1,1,,,,,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10,3,1,1,1,b69m6lyx,,,,,,0
8,79d67ni1,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 08:01:23.479071+00:00,1,,,6,2,0,0,,,,15,2,1,1,1,2,40,60,40,50,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,3,1,1,1,b69m6lyx,,,,,,0
9,2590my8r,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 08:01:23.651054+00:00,1,,,6,1,0,1,,,,20,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,10,3,0,1,1,b69m6lyx,,,,,,0
10,9k34mngn,0,20,20,hausladen_FHM,outro_alternative,2020-05-18 08:01:23.421433+00:00,1,,,2,2,1,1,,,,,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,10,3,0,1,1,b69m6lyx,,,,,,0
11,jppcrymp,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.585070+00:00,1,,,8,1,0,1,1,0,,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,6,31,1,8,1,2,9,1,1,1,1,7,3,3,3,400,1,4,2,,2,"nicht geändert, war mir aber bewusst",,8,6,10,3,0,0,1,b69m6lyx,,,,,,0
12,ausyzt1x,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.554737+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,20,20,-10,-10,2,1,1,1,2,60,60,70,50,0,50,5,0,10,25,1,3,1,1,8,2,1,1,1,5,4,2,6,900,1,4,1,"Inwiefern halte ich mich an Absprachen, wenn ich durch nichtbeachtung evtl. profitieren könnte",2,,,7,6,10,3,0,0,1,b69m6lyx,,,,,,0
13,hl4m9t4d,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.725774+00:00,1,,,7,1,0,1,1,1,1,20,2,1,1,1,2,60,60,70,50,,,,,,,,,,10,40,4,1,50,25,2,2,4,2,4,1,1,1,1,1,5,2,5,388,1,5,1,Verhaltn von Arbeitnehmern bei selbstständiger Angabe der Überstunden,2,,,7,7,10,3,1,0,1,b69m6lyx,,,,,,0
14,pb3xsgaz,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:23.736988+00:00,1,,,6,2,0,0,1,1,1,20,1,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,10,40,4,0,100,25,2,7,1,1,5,1,1,2,1,7,5,6,2,250,1,5,2,,2,,,6,7,10,3,1,0,1,b69m6lyx,,,,,,0
15,ci5xp4ks,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:25.411586+00:00,1,,,5,1,0,0,1,1,1,30,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,20,30,3,0,70,27,2,2,4,2,6,1,1,2,3,7,6,4,5,300,1,4,1,Ehrlichkeit gegenüber dem Arbeitgeber,2,,,5,8,10,3,1,0,1,b69m6lyx,,,,,,0
16,m8ify0si,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:24.836708+00:00,1,,,5,2,0,0,1,1,1,30,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,20,30,3,0,90,26,2,5,2,2,9,5,7,5,6,8,5,6,5,300,2,3,1,Moralisches Verhalten von Mitarbeitern in einem Unternehmen,2,,,5,8,10,3,1,0,1,b69m6lyx,,,,,,0
17,13r24m3g,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:24.099977+00:00,1,,,12.5,1,0,1,1,0,,55,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,95,9.5,1,80,22,2,8,1,2,7,2,2,1,1,7,9,2,2,900,1,4,2,,2,,,12.5,9,10,3,0,0,1,b69m6lyx,,,,,,0
18,h00ooie3,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:25.825122+00:00,1,,,11.5,2,0,0,1,0,,55,2,1,1,1,2,6,-6,6,-6,2,1,1,1,2,0,0,0,0,0,95,9.5,0,40,20,2,3,1,1,10,1,1,1,1,8,7,1,2,600,1,2,1,Lügen zum eigenen Vorteil im Arbeitsalltag,2,,,11.5,9,10,3,0,0,1,b69m6lyx,,,,,,0
19,2fsptkni,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:25.480095+00:00,1,,,13,1,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,75,32,2,9,1,2,10,3,3,2,4,2,6,4,2,500,1,5,1,"Wie aufrichtig sind Arbeitnehmer, wenn die Wahrscheinlichkeit hoch ist, nicht erwischt zu werden?",2,,,13,10,10,3,0,0,1,b69m6lyx,,,,,,0
20,tk9ersa4,0,18,20,hausladen_FHM,outro,2020-05-18 08:01:25.030357+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,20,10,2,1,1,1,2,60,60,70,50,0,100,10,0,90,25,2,8,1,1,10,1,3,3,5,8,5,1,5,200,1,5,2,,2,,,12,10,10,3,0,0,1,b69m6lyx,,,,,,0
1,ahjwk8vo,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,3x0qmdi4,,,,,,1
2,buam9f4o,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,3x0qmdi4,,,,,,1
1,t7w7s7fc,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,lnnotbjr,,,,,,1
2,42zu5f26,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,lnnotbjr,,,,,,1
1,vpolf346,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,if5etdq1,,,,,,1
2,869b4iys,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,if5etdq1,,,,,,1
1,cgebgn6d,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,ih77ju3m,,,,,,1
2,qv6ts5j8,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,ih77ju3m,,,,,,1
1,uzdzf66q,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,y5fu4cm5,,,,,,1
2,7ntflx7d,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,y5fu4cm5,,,,,,1
1,7pjtw8s7,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,1rhka5ch,,,,,,1
2,qnmfq91n,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,1rhka5ch,,,,,,1
1,l1xv1b4v,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.352602+00:00,1,,,3,1,0,1,1,1,1,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,50,0,0,1,40,27,1,2,4,1,10,1,1,1,1,9,7,3,3,500,1,5,1,Ehrlichkeit von Angestellten bei der Möglichkeit entdeckt zu werden,2,,,3,1,13,4,1,0,1,bl673crl,,,,,,0
2,rs33stri,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.411059+00:00,1,,,2,2,0,0,1,1,1,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,50,0,0,0,40,23,1,9,5,1,3,7,3,1,1,3,2,4,5,1500,1,4,1,Fehlverhalten im Team wenn nicht es keine Überprüfung gibt,2,,,2,1,13,4,1,0,1,bl673crl,,,,,,0
3,bajnqrps,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.363450+00:00,1,,,2,1,0,0,1,1,1,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,50,0,0,0,100,33,1,9,5,2,1,1,1,1,1,5,6,1,5,1500,2,3,2,,2,,,2,2,13,4,1,0,1,bl673crl,,,,,,0
4,vs0simqf,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.499767+00:00,1,,,2,2,0,0,1,1,1,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,50,0,0,0,85,20,1,8,1,2,10,1,1,1,1,10,10,2,1,900,1,2,1,"Wahrheitsgehalt von Aussagen, von denen beim Lügen profitiert werden kann; Spekulation",2,,,2,2,13,4,1,0,1,bl673crl,,,,,,0
5,kqu8ocgd,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.469587+00:00,1,,,13,1,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,80,19,1,6,1,1,4,1,1,1,1,8,7,6,5,150,1,3,1,risikobereitschaft bei ungewisser strafe oder so,2,,,13,3,13,4,0,0,1,bl673crl,,,,,,0
6,lt101d5t,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.665538+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,85,24,2,8,1,2,8,1,7,2,1,7,6,5,3,200,1,3,1,Wie zwischenmenschlicher Kontakt sich auf die Risikobereitschaft auswirkt.,2,,,13,3,13,4,0,0,1,bl673crl,,,,,,0
